movie_id,title,year,genre,country,tomatometer,audience_score,critics_consensus
100298,Midnight in Kyoto (2023),2006,Comedy,USA,59,53,Passable entertainment for fans of the genre.
100299,Silver Bullet (2024),2022,Sci-Fi,Japan,98,96,Visually stunning and emotionally gripping.
100300,The Great Gatsby V2: The Beginning,2005,Fantasy,Australia,75,78,"Enjoyable, though slightly predictable at times."
100301,Under the Moonlight 2,2021,Horror,India,93,81,Visually stunning and emotionally gripping.
100302,Return of The Great Gatsby V2,2019,Animation,Spain,34,45,Visually dull and narratively confusing.
100303,The Legend of Cyber City 2077,2003,Comedy,Australia,51,43,A decent effort with some flashes of brilliance.
100304,Escape from The Emerald Gate,2024,Horror,UK,90,100,A masterclass in filmmaking that resonates deeply.
100305,Island Paradise Lost (2005),2019,Documentary,Spain,99,91,A masterclass in filmmaking that resonates deeply.
100306,Cosmic Drift (2006),2013,Documentary,Canada,30,42,Visually dull and narratively confusing.
100307,Last Train to Paris (2007),2009,Drama,USA,41,38,Visually dull and narratively confusing.
100308,Platinum Soul (2008),2014,Thriller,UK,91,100,A modern classic that redefines its genre.
100309,The Diamond Heist (2009),2014,Animation,Spain,97,100,Visually stunning and emotionally gripping.
100310,The Urban Jungle: The Beginning,2014,Drama,Germany,11,20,Visually dull and narratively confusing.
100311,Forgotten Memories 2,2013,Thriller,Germany,26,26,Visually dull and narratively confusing.
100312,Return of The Emerald Gate,2008,Action,Canada,63,51,Ambitious but struggles with pacing.
100313,The Legend of Midnight in Kyoto,2018,Horror,Spain,24,23,A disappointing mess that fails to find its footing.
100314,Escape from Diamond Dust,2003,Romance,Germany,85,90,"Enjoyable, though slightly predictable at times."
100315,The Diamond Heist (2015),2016,Animation,Canada,94,92,Visually stunning and emotionally gripping.
100316,Mountain Peak High (2016),2010,Fantasy,Germany,71,65,"Enjoyable, though slightly predictable at times."
100317,Starship Avalon (2017),2022,Thriller,UK,80,70,A well-crafted experience that mostly lands.
100318,Platinum Soul (2018),2000,Thriller,India,10,21,Better left for late-night cable TV.
100319,Mountain Peak High (2019),2017,Romance,India,85,79,"Enjoyable, though slightly predictable at times."
100320,The Pearl Diver: The Beginning,2014,Thriller,Australia,32,38,Visually dull and narratively confusing.
100321,Cosmic Drift 2,2022,Animation,USA,41,34,Better left for late-night cable TV.
100322,Return of Quantum Leap,2011,Horror,Spain,90,77,Visually stunning and emotionally gripping.
100323,The Legend of Bronze Age Chronicles,2012,Horror,India,42,27,Visually dull and narratively confusing.
100324,Escape from Bronze Age Chronicles,2021,Documentary,India,84,88,A well-crafted experience that mostly lands.
100325,The Last Samurai Rising (2000),2009,Drama,France,62,47,Ambitious but struggles with pacing.
100326,Eternal Sands (2001),2010,Animation,Spain,70,77,"Enjoyable, though slightly predictable at times."
100327,Hidden Truths (2002),2003,Documentary,Japan,64,70,A decent effort with some flashes of brilliance.
100328,Silver Bullet (2003),2005,Thriller,Japan,56,52,A decent effort with some flashes of brilliance.
100329,Iron Heart (2004),2024,Comedy,UK,10,5,Visually dull and narratively confusing.
100330,The Ghost Ship: The Beginning,2017,Drama,Australia,99,100,Visually stunning and emotionally gripping.
100331,Neon Pulse 2,2017,Horror,Japan,88,100,"Enjoyable, though slightly predictable at times."
100332,Return of Shadow of the Colossus,2018,Sci-Fi,UK,62,58,Ambitious but struggles with pacing.
100333,The Legend of Shadow of the Colossus,2010,Comedy,Spain,49,43,Visually dull and narratively confusing.
100334,Escape from Ancient Riddles,2004,Sci-Fi,France,35,30,A disappointing mess that fails to find its footing.
100335,Shadow of the Colossus (2010),2009,Drama,India,49,59,Visually dull and narratively confusing.
100336,Deep Sea Secret (2011),2022,Comedy,South Korea,37,44,Visually dull and narratively confusing.
100337,Golden Empire (2012),2001,Drama,UK,53,48,A decent effort with some flashes of brilliance.
100338,Silver Bullet (2013),2009,Comedy,Australia,53,60,Ambitious but struggles with pacing.
100339,The Last Samurai Rising (2014),2015,Thriller,India,38,51,Visually dull and narratively confusing.
100340,Desert Rose: The Beginning,2008,Drama,South Korea,97,96,Visually stunning and emotionally gripping.
100341,Deep Sea Secret 2,2014,Documentary,UK,95,82,A modern classic that redefines its genre.
100342,Return of Cosmic Drift,2014,Thriller,France,91,100,A modern classic that redefines its genre.
100343,The Legend of Silicon Valley Dreams,2014,Drama,Canada,16,28,Visually dull and narratively confusing.
100344,Escape from Shadow of the Colossus,2021,Romance,Canada,82,91,"Enjoyable, though slightly predictable at times."
100345,The Diamond Heist (2020),2009,Sci-Fi,South Korea,59,50,Ambitious but struggles with pacing.
100346,Diamond Dust (2021),2019,Action,Spain,88,73,"Enjoyable, though slightly predictable at times."
100347,Neon Pulse (2022),2003,Horror,India,100,100,A modern classic that redefines its genre.
100348,Iron Heart (2023),2003,Documentary,France,66,60,Passable entertainment for fans of the genre.
100349,Silver Bullet (2024),2023,Drama,Canada,50,65,Passable entertainment for fans of the genre.
100350,Parallel Worlds: The Beginning,2018,Documentary,UK,54,40,Ambitious but struggles with pacing.
100351,The Urban Jungle 2,2020,Sci-Fi,UK,79,87,A well-crafted experience that mostly lands.
100352,Return of The Urban Jungle,2010,Action,Spain,22,31,Visually dull and narratively confusing.
100353,The Legend of Mountain Peak High,2007,Horror,Germany,86,75,"Enjoyable, though slightly predictable at times."
100354,Escape from Velocity Zero,2000,Romance,France,91,77,A modern classic that redefines its genre.
100355,Cyber City 2077 (2005),2013,Sci-Fi,Spain,54,63,Ambitious but struggles with pacing.
100356,Deep Sea Secret (2006),2011,Comedy,USA,85,83,A well-crafted experience that mostly lands.
100357,Diamond Dust (2007),2008,Drama,UK,71,59,Solid performances and a compelling narrative.
100358,Forgotten Memories (2008),2021,Sci-Fi,South Korea,58,66,Ambitious but struggles with pacing.
100359,Golden Empire (2009),2024,Animation,Canada,81,66,Solid performances and a compelling narrative.
100360,Silicon Valley Dreams: The Beginning,2000,Fantasy,Japan,15,5,A disappointing mess that fails to find its footing.
100361,Deep Sea Secret 2,2017,Drama,UK,18,23,Visually dull and narratively confusing.
100362,Return of Cosmic Drift,2017,Romance,Canada,69,60,A decent effort with some flashes of brilliance.
100363,The Legend of Platinum Soul,2004,Action,Spain,28,39,Visually dull and narratively confusing.
100364,Escape from The Digital Frontier,2017,Romance,France,91,76,Visually stunning and emotionally gripping.
100365,The Last Samurai Rising (2015),2011,Comedy,Germany,57,50,Ambitious but struggles with pacing.
100366,Shadow of the Colossus (2016),2014,Comedy,India,44,40,Better left for late-night cable TV.
100367,The Diamond Heist (2017),2010,Thriller,USA,71,72,Solid performances and a compelling narrative.
100368,Eternal Sands (2018),2007,Action,Germany,48,38,Better left for late-night cable TV.
100369,The Great Gatsby V2 (2019),2021,Thriller,India,98,100,A modern classic that redefines its genre.
100370,The Emerald Gate: The Beginning,2002,Animation,France,57,52,Passable entertainment for fans of the genre.
100371,The Emerald Gate 2,2004,Drama,South Korea,89,92,"Enjoyable, though slightly predictable at times."
100372,Return of Cosmic Drift,2014,Animation,South Korea,11,5,Better left for late-night cable TV.
100373,The Legend of Starship Avalon,2002,Animation,Canada,68,54,A decent effort with some flashes of brilliance.
100374,Escape from Desert Rose,2023,Sci-Fi,Japan,33,37,Better left for late-night cable TV.
100375,Modern Warfare: The Silent Movie (2000),2024,Action,India,60,67,Passable entertainment for fans of the genre.
100376,Midnight in Kyoto (2001),2020,Action,UK,52,42,A decent effort with some flashes of brilliance.
100377,Neon Pulse (2002),2003,Documentary,Japan,69,74,Passable entertainment for fans of the genre.
100378,Ruby Red Skies (2003),2001,Action,Spain,98,98,A modern classic that redefines its genre.
100379,Cyber City 2077 (2004),2014,Romance,Australia,28,38,A disappointing mess that fails to find its footing.
100380,Deep Sea Secret: The Beginning,2011,Horror,France,30,37,Better left for late-night cable TV.
100381,Eternal Sands 2,2016,Sci-Fi,Germany,58,49,Passable entertainment for fans of the genre.
100382,Return of The Ghost Ship,2003,Fantasy,Germany,17,5,Better left for late-night cable TV.
100383,The Legend of The Last Samurai Rising,2004,Thriller,Canada,29,21,Visually dull and narratively confusing.
100384,Escape from Desert Rose,2012,Fantasy,France,15,12,Visually dull and narratively confusing.
100385,Desert Rose (2010),2000,Horror,Canada,87,100,A well-crafted experience that mostly lands.
100386,Cyber City 2077 (2011),2013,Documentary,Spain,41,44,Visually dull and narratively confusing.
100387,The Great Gatsby V2 (2012),2008,Action,USA,11,22,Visually dull and narratively confusing.
100388,Silver Bullet (2013),2022,Comedy,South Korea,14,8,Visually dull and narratively confusing.
100389,The Last Samurai Rising (2014),2021,Sci-Fi,France,39,41,A disappointing mess that fails to find its footing.
100390,The Digital Frontier: The Beginning,2013,Animation,Canada,50,38,Ambitious but struggles with pacing.
100391,Deep Sea Secret 2,2003,Documentary,Spain,40,35,Better left for late-night cable TV.
100392,Return of Eternal Sands,2023,Action,South Korea,53,44,A decent effort with some flashes of brilliance.
100393,The Legend of Iron Heart,2010,Thriller,Spain,48,61,Visually dull and narratively confusing.
100394,Escape from Beyond the Clouds,2009,Documentary,USA,68,80,Ambitious but struggles with pacing.
100395,Modern Warfare: The Silent Movie (2020),2024,Documentary,USA,55,55,A decent effort with some flashes of brilliance.
100396,Arctic Chill (2021),2021,Drama,USA,90,77,Visually stunning and emotionally gripping.
100397,Quantum Leap (2022),2022,Documentary,USA,40,32,Better left for late-night cable TV.
100398,Midnight in Kyoto (2023),2000,Thriller,Canada,57,52,Passable entertainment for fans of the genre.
100399,Ancient Riddles (2024),2016,Fantasy,Spain,89,80,"Enjoyable, though slightly predictable at times."
100400,Modern Warfare: The Silent Movie: The Beginning,2003,Romance,France,77,83,Solid performances and a compelling narrative.
100401,Platinum Soul 2,2010,Comedy,India,89,99,A well-crafted experience that mostly lands.
100402,Return of Cyber City 2077,2022,Sci-Fi,UK,32,26,Better left for late-night cable TV.
100403,The Legend of Golden Empire,2004,Animation,India,24,10,Visually dull and narratively confusing.
100404,Escape from Ancient Riddles,2020,Drama,Japan,38,32,A disappointing mess that fails to find its footing.
100405,Cyber City 2077 (2005),2016,Horror,Japan,11,5,A disappointing mess that fails to find its footing.
100406,Starship Avalon (2006),2010,Romance,USA,100,100,Visually stunning and emotionally gripping.
100407,Starship Avalon (2007),2014,Sci-Fi,Canada,99,95,A modern classic that redefines its genre.
100408,Desert Rose (2008),2016,Horror,USA,47,33,Better left for late-night cable TV.
100409,The Ghost Ship (2009),2005,Sci-Fi,Spain,24,37,Visually dull and narratively confusing.
100410,The Digital Frontier: The Beginning,2005,Romance,South Korea,77,76,"Enjoyable, though slightly predictable at times."
100411,Silicon Valley Dreams 2,2006,Romance,India,44,35,Visually dull and narratively confusing.
100412,Return of Beyond the Clouds,2021,Comedy,India,28,14,Better left for late-night cable TV.
100413,The Legend of Hidden Truths,2008,Thriller,Spain,84,78,"Enjoyable, though slightly predictable at times."
100414,Escape from Arctic Chill,2002,Animation,UK,89,80,A well-crafted experience that mostly lands.
100415,Golden Empire (2015),2022,Romance,Japan,42,39,A disappointing mess that fails to find its footing.
100416,Iron Heart (2016),2003,Fantasy,Australia,46,34,A disappointing mess that fails to find its footing.
100417,Last Train to Paris (2017),2005,Documentary,Spain,43,36,Better left for late-night cable TV.
100418,Island Paradise Lost (2018),2020,Drama,Canada,11,5,A disappointing mess that fails to find its footing.
100419,Parallel Worlds (2019),2009,Drama,Spain,62,48,Ambitious but struggles with pacing.
100420,Golden Empire: The Beginning,2000,Action,India,66,74,Ambitious but struggles with pacing.
100421,The Diamond Heist 2,2016,Comedy,India,37,23,Better left for late-night cable TV.
100422,Return of Neon Pulse,2000,Horror,Canada,75,67,Solid performances and a compelling narrative.
100423,The Legend of Ancient Riddles,2014,Romance,Japan,43,42,Better left for late-night cable TV.
100424,Escape from The Last Samurai Rising,2009,Sci-Fi,Germany,71,56,"Enjoyable, though slightly predictable at times."
100425,The Digital Frontier (2000),2010,Sci-Fi,Spain,97,100,Visually stunning and emotionally gripping.
100426,Eternal Sands (2001),2024,Romance,Germany,63,49,A decent effort with some flashes of brilliance.
100427,Quantum Leap (2002),2005,Drama,Canada,53,46,A decent effort with some flashes of brilliance.
100428,The Great Gatsby V2 (2003),2009,Action,UK,17,15,Visually dull and narratively confusing.
100429,Deep Sea Secret (2004),2014,Fantasy,Canada,52,53,A decent effort with some flashes of brilliance.
100430,Parallel Worlds: The Beginning,2018,Horror,India,35,38,A disappointing mess that fails to find its footing.
100431,Golden Empire 2,2023,Animation,UK,14,25,Better left for late-night cable TV.
100432,Return of The Pearl Diver,2016,Thriller,UK,85,84,A well-crafted experience that mostly lands.
100433,The Legend of The Pearl Diver,2010,Sci-Fi,Spain,58,63,Ambitious but struggles with pacing.
100434,Escape from Cosmic Drift,2016,Sci-Fi,USA,49,54,A disappointing mess that fails to find its footing.
100435,Cyber City 2077 (2010),2021,Documentary,USA,22,17,Better left for late-night cable TV.
100436,Bronze Age Chronicles (2011),2009,Documentary,Spain,12,11,A disappointing mess that fails to find its footing.
100437,The Urban Jungle (2012),2010,Action,Germany,36,49,Visually dull and narratively confusing.
100438,Hidden Truths (2013),2022,Action,Canada,32,25,Better left for late-night cable TV.
100439,The Digital Frontier (2014),2020,Thriller,South Korea,10,16,Better left for late-night cable TV.
100440,Iron Heart: The Beginning,2020,Documentary,UK,15,20,Visually dull and narratively confusing.
100441,Ruby Red Skies 2,2000,Thriller,Germany,91,77,Visually stunning and emotionally gripping.
100442,Return of Deep Sea Secret,2011,Fantasy,Canada,25,28,Visually dull and narratively confusing.
100443,The Legend of Golden Empire,2007,Action,France,79,93,A well-crafted experience that mostly lands.
100444,Escape from The Last Samurai Rising,2017,Sci-Fi,UK,46,35,A disappointing mess that fails to find its footing.
100445,Hidden Truths (2020),2020,Horror,South Korea,80,79,A well-crafted experience that mostly lands.
100446,Diamond Dust (2021),2014,Sci-Fi,France,61,57,Ambitious but struggles with pacing.
100447,Desert Rose (2022),2021,Sci-Fi,South Korea,29,16,A disappointing mess that fails to find its footing.
100448,The Emerald Gate (2023),2021,Romance,Japan,80,91,"Enjoyable, though slightly predictable at times."
100449,Diamond Dust (2024),2009,Thriller,Canada,61,69,A decent effort with some flashes of brilliance.
100450,The Digital Frontier: The Beginning,2011,Sci-Fi,Japan,53,48,A decent effort with some flashes of brilliance.
100451,Under the Moonlight 2,2006,Action,Spain,68,56,Ambitious but struggles with pacing.
100452,Return of The Pearl Diver,2007,Romance,USA,40,45,Visually dull and narratively confusing.
100453,The Legend of Eternal Sands,2009,Documentary,France,52,60,A decent effort with some flashes of brilliance.
100454,Escape from Deep Sea Secret,2012,Romance,India,26,38,A disappointing mess that fails to find its footing.
100455,Neon Pulse (2005),2007,Horror,UK,32,35,Visually dull and narratively confusing.
100456,Ruby Red Skies (2006),2020,Romance,South Korea,43,58,Visually dull and narratively confusing.
100457,Quantum Leap (2007),2014,Thriller,USA,12,20,Better left for late-night cable TV.
100458,The Digital Frontier (2008),2016,Sci-Fi,USA,81,83,"Enjoyable, though slightly predictable at times."
100459,Parallel Worlds (2009),2021,Horror,Germany,24,37,A disappointing mess that fails to find its footing.
100460,The Great Gatsby V2: The Beginning,2020,Sci-Fi,Canada,86,100,Solid performances and a compelling narrative.
100461,Platinum Soul 2,2007,Romance,Australia,99,100,Visually stunning and emotionally gripping.
100462,Return of Bronze Age Chronicles,2015,Action,France,69,58,Ambitious but struggles with pacing.
100463,The Legend of Shadow of the Colossus,2016,Action,Germany,39,30,A disappointing mess that fails to find its footing.
100464,Escape from Silicon Valley Dreams,2019,Comedy,UK,60,57,Ambitious but struggles with pacing.
100465,Under the Moonlight (2015),2003,Action,Spain,89,100,A well-crafted experience that mostly lands.
100466,Cyber City 2077 (2016),2013,Horror,Germany,49,51,A disappointing mess that fails to find its footing.
100467,Cosmic Drift (2017),2016,Documentary,Canada,12,5,Visually dull and narratively confusing.
100468,Iron Heart (2018),2017,Sci-Fi,Spain,100,100,A masterclass in filmmaking that resonates deeply.
100469,Shadow of the Colossus (2019),2015,Action,UK,26,12,Better left for late-night cable TV.
100470,Cyber City 2077: The Beginning,2020,Drama,Australia,30,26,Visually dull and narratively confusing.
100471,Forgotten Memories 2,2011,Thriller,Australia,46,58,Better left for late-night cable TV.
100472,Return of Modern Warfare: The Silent Movie,2010,Fantasy,Canada,15,5,Better left for late-night cable TV.
100473,The Legend of Starship Avalon,2018,Fantasy,Japan,55,44,A decent effort with some flashes of brilliance.
100474,Escape from Modern Warfare: The Silent Movie,2020,Drama,South Korea,90,92,A masterclass in filmmaking that resonates deeply.
100475,Under the Moonlight (2000),2011,Horror,France,71,80,Solid performances and a compelling narrative.
100476,Velocity Zero (2001),2008,Fantasy,USA,98,99,Visually stunning and emotionally gripping.
100477,Golden Empire (2002),2022,Documentary,Japan,28,43,Better left for late-night cable TV.
100478,The Emerald Gate (2003),2007,Drama,Canada,42,42,Visually dull and narratively confusing.
100479,Forgotten Memories (2004),2023,Thriller,France,80,68,Solid performances and a compelling narrative.
100480,Ancient Riddles: The Beginning,2023,Thriller,Germany,45,34,A disappointing mess that fails to find its footing.
100481,Midnight in Kyoto 2,2001,Horror,India,80,70,Solid performances and a compelling narrative.
100482,Return of Hidden Truths,2017,Thriller,South Korea,51,51,A decent effort with some flashes of brilliance.
100483,The Legend of Island Paradise Lost,2004,Drama,South Korea,76,78,"Enjoyable, though slightly predictable at times."
100484,Escape from Mountain Peak High,2009,Horror,UK,55,49,Ambitious but struggles with pacing.
100485,Desert Rose (2010),2002,Romance,Australia,79,88,Solid performances and a compelling narrative.
100486,Modern Warfare: The Silent Movie (2011),2021,Comedy,USA,73,73,A well-crafted experience that mostly lands.
100487,Eternal Sands (2012),2021,Thriller,Germany,42,33,Better left for late-night cable TV.
100488,The Last Samurai Rising (2013),2010,Thriller,India,71,77,Solid performances and a compelling narrative.
100489,Neon Pulse (2014),2005,Drama,Japan,20,20,A disappointing mess that fails to find its footing.
100490,The Pearl Diver: The Beginning,2006,Comedy,South Korea,53,61,Ambitious but struggles with pacing.
100491,Quantum Leap 2,2006,Fantasy,India,67,78,A decent effort with some flashes of brilliance.
100492,Return of Platinum Soul,2008,Horror,Australia,90,75,Visually stunning and emotionally gripping.
100493,The Legend of The Pearl Diver,2016,Animation,Spain,19,34,A disappointing mess that fails to find its footing.
100494,Escape from Cyber City 2077,2002,Animation,France,33,41,Better left for late-night cable TV.
100495,Shadow of the Colossus (2020),2003,Horror,Germany,92,97,Visually stunning and emotionally gripping.
100496,Platinum Soul (2021),2002,Comedy,Germany,18,18,A disappointing mess that fails to find its footing.
100497,Parallel Worlds (2022),2022,Action,UK,87,82,"Enjoyable, though slightly predictable at times."
100498,Silver Bullet (2023),2003,Animation,Germany,99,100,A modern classic that redefines its genre.
100499,Desert Rose (2024),2006,Drama,Spain,30,28,Better left for late-night cable TV.
100500,Deep Sea Secret: The Beginning,2016,Thriller,South Korea,99,96,A masterclass in filmmaking that resonates deeply.
100501,Mountain Peak High 2,2014,Thriller,Spain,39,47,Better left for late-night cable TV.
100502,Return of Beyond the Clouds,2009,Documentary,India,37,40,A disappointing mess that fails to find its footing.
100503,The Legend of Silicon Valley Dreams,2022,Documentary,Australia,78,79,"Enjoyable, though slightly predictable at times."
100504,Escape from Hidden Truths,2013,Animation,France,97,92,Visually stunning and emotionally gripping.
100505,Quantum Leap (2005),2001,Animation,Canada,33,23,Better left for late-night cable TV.
100506,Platinum Soul (2006),2004,Drama,India,81,85,Solid performances and a compelling narrative.
100507,The Emerald Gate (2007),2003,Horror,Australia,12,26,A disappointing mess that fails to find its footing.
100508,Parallel Worlds (2008),2013,Fantasy,Japan,69,71,Passable entertainment for fans of the genre.
100509,Forgotten Memories (2009),2017,Action,Spain,73,73,A well-crafted experience that mostly lands.
100510,Golden Empire: The Beginning,2016,Animation,USA,88,89,A well-crafted experience that mostly lands.
100511,Last Train to Paris 2,2019,Animation,Japan,99,100,Visually stunning and emotionally gripping.
100512,Return of Cyber City 2077,2002,Sci-Fi,Canada,59,50,Passable entertainment for fans of the genre.
100513,The Legend of Desert Rose,2011,Drama,Germany,38,45,Visually dull and narratively confusing.
100514,Escape from Quantum Leap,2023,Romance,Japan,19,20,Better left for late-night cable TV.
100515,Ruby Red Skies (2015),2019,Sci-Fi,Australia,66,53,Passable entertainment for fans of the genre.
100516,Forgotten Memories (2016),2017,Drama,France,99,100,A masterclass in filmmaking that resonates deeply.
100517,Modern Warfare: The Silent Movie (2017),2023,Action,Spain,13,5,A disappointing mess that fails to find its footing.
100518,Modern Warfare: The Silent Movie (2018),2009,Horror,Japan,15,13,Better left for late-night cable TV.
100519,The Diamond Heist (2019),2013,Romance,India,82,81,Solid performances and a compelling narrative.
100520,The Digital Frontier: The Beginning,2018,Comedy,India,46,45,Better left for late-night cable TV.
100521,The Great Gatsby V2 2,2024,Sci-Fi,Germany,81,67,A well-crafted experience that mostly lands.
100522,Return of Sapphire Seas,2004,Thriller,Germany,37,46,Better left for late-night cable TV.
100523,The Legend of Last Train to Paris,2003,Comedy,USA,29,34,Better left for late-night cable TV.
100524,Escape from The Ghost Ship,2022,Horror,South Korea,19,12,Visually dull and narratively confusing.
100525,The Diamond Heist (2000),2002,Comedy,Canada,27,12,Better left for late-night cable TV.
100526,Quantum Leap (2001),2008,Action,Canada,48,53,A disappointing mess that fails to find its footing.
100527,Neon Pulse (2002),2014,Thriller,South Korea,37,26,A disappointing mess that fails to find its footing.
100528,Arctic Chill (2003),2014,Fantasy,South Korea,70,81,"Enjoyable, though slightly predictable at times."
100529,Midnight in Kyoto (2004),2012,Fantasy,USA,23,35,A disappointing mess that fails to find its footing.
100530,Deep Sea Secret: The Beginning,2023,Action,Japan,13,12,Better left for late-night cable TV.
100531,The Diamond Heist 2,2003,Drama,UK,92,88,A modern classic that redefines its genre.
100532,Return of Last Train to Paris,2018,Comedy,Spain,16,20,Better left for late-night cable TV.
100533,The Legend of Under the Moonlight,2014,Thriller,India,39,24,Better left for late-night cable TV.
100534,Escape from Golden Empire,2013,Comedy,Spain,53,62,Ambitious but struggles with pacing.
100535,Starship Avalon (2010),2013,Sci-Fi,USA,58,71,Passable entertainment for fans of the genre.
100536,Forgotten Memories (2011),2020,Thriller,India,78,83,Solid performances and a compelling narrative.
100537,The Great Gatsby V2 (2012),2001,Sci-Fi,Spain,34,44,Visually dull and narratively confusing.
100538,Shadow of the Colossus (2013),2011,Comedy,Germany,70,71,Solid performances and a compelling narrative.
100539,The Digital Frontier (2014),2002,Sci-Fi,UK,68,55,Ambitious but struggles with pacing.
100540,Starship Avalon: The Beginning,2002,Horror,Australia,35,23,Better left for late-night cable TV.
100541,Sapphire Seas 2,2019,Animation,Australia,52,41,Ambitious but struggles with pacing.
100542,Return of The Urban Jungle,2017,Action,Germany,25,30,A disappointing mess that fails to find its footing.
100543,The Legend of The Pearl Diver,2016,Comedy,Spain,74,80,Solid performances and a compelling narrative.
100544,Escape from Whispers in the Wind,2002,Fantasy,Australia,22,37,Better left for late-night cable TV.
100545,Quantum Leap (2020),2011,Animation,Canada,98,100,A modern classic that redefines its genre.
100546,Modern Warfare: The Silent Movie (2021),2001,Romance,UK,71,69,"Enjoyable, though slightly predictable at times."
100547,Shadow of the Colossus (2022),2019,Thriller,USA,96,100,A masterclass in filmmaking that resonates deeply.
100548,Iron Heart (2023),2014,Comedy,France,15,5,Better left for late-night cable TV.
100549,Forgotten Memories (2024),2013,Thriller,Germany,95,93,Visually stunning and emotionally gripping.
100550,Midnight in Kyoto: The Beginning,2011,Fantasy,Australia,18,24,Better left for late-night cable TV.
100551,Under the Moonlight 2,2003,Animation,France,12,5,Visually dull and narratively confusing.
100552,Return of Sapphire Seas,2012,Thriller,Japan,60,69,Ambitious but struggles with pacing.
100553,The Legend of Ancient Riddles,2021,Horror,Germany,53,38,Ambitious but struggles with pacing.
100554,Escape from Shadow of the Colossus,2005,Horror,India,82,68,Solid performances and a compelling narrative.
100555,The Last Samurai Rising (2005),2006,Fantasy,Australia,24,11,Better left for late-night cable TV.
100556,Hidden Truths (2006),2013,Documentary,Canada,52,66,A decent effort with some flashes of brilliance.
100557,Diamond Dust (2007),2012,Thriller,Spain,22,36,Better left for late-night cable TV.
100558,Neon Pulse (2008),2003,Horror,India,95,100,A modern classic that redefines its genre.
100559,The Great Gatsby V2 (2009),2002,Horror,Canada,10,5,A disappointing mess that fails to find its footing.
100560,The Pearl Diver: The Beginning,2021,Documentary,France,50,61,Ambitious but struggles with pacing.
100561,Cosmic Drift 2,2003,Comedy,Australia,39,51,Visually dull and narratively confusing.
100562,Return of Silicon Valley Dreams,2017,Sci-Fi,Germany,22,22,Visually dull and narratively confusing.
100563,The Legend of Shadow of the Colossus,2006,Action,Spain,24,33,Better left for late-night cable TV.
100564,Escape from Midnight in Kyoto,2009,Romance,France,26,28,A disappointing mess that fails to find its footing.
100565,Hidden Truths (2015),2023,Drama,South Korea,19,32,Better left for late-night cable TV.
100566,Modern Warfare: The Silent Movie (2016),2017,Sci-Fi,Spain,45,40,Visually dull and narratively confusing.
100567,Whispers in the Wind (2017),2017,Sci-Fi,Spain,66,75,Ambitious but struggles with pacing.
100568,Hidden Truths (2018),2020,Romance,France,70,59,Solid performances and a compelling narrative.
100569,Neon Pulse (2019),2015,Sci-Fi,Australia,50,49,Ambitious but struggles with pacing.
100570,Platinum Soul: The Beginning,2018,Animation,Australia,94,87,A masterclass in filmmaking that resonates deeply.
100571,Shadow of the Colossus 2,2011,Drama,South Korea,75,90,A well-crafted experience that mostly lands.
100572,Return of Platinum Soul,2008,Sci-Fi,Australia,29,44,Better left for late-night cable TV.
100573,The Legend of Parallel Worlds,2016,Thriller,USA,11,5,A disappointing mess that fails to find its footing.
100574,Escape from Forgotten Memories,2020,Sci-Fi,Canada,43,47,Better left for late-night cable TV.
100575,Starship Avalon (2000),2023,Animation,Germany,89,80,A well-crafted experience that mostly lands.
100576,Arctic Chill (2001),2003,Comedy,Germany,83,93,Solid performances and a compelling narrative.
100577,Ruby Red Skies (2002),2018,Thriller,Australia,15,24,A disappointing mess that fails to find its footing.
100578,Island Paradise Lost (2003),2013,Thriller,Germany,29,30,Better left for late-night cable TV.
100579,Last Train to Paris (2004),2010,Action,Australia,43,37,A disappointing mess that fails to find its footing.
100580,Shadow of the Colossus: The Beginning,2000,Animation,Japan,41,32,A disappointing mess that fails to find its footing.
100581,Bronze Age Chronicles 2,2012,Documentary,India,34,24,Visually dull and narratively confusing.
100582,Return of Mountain Peak High,2016,Sci-Fi,France,25,21,A disappointing mess that fails to find its footing.
100583,The Legend of Midnight in Kyoto,2020,Animation,Germany,11,5,A disappointing mess that fails to find its footing.
100584,Escape from Cyber City 2077,2018,Documentary,France,79,88,A well-crafted experience that mostly lands.
100585,The Last Samurai Rising (2010),2020,Horror,Australia,33,23,Visually dull and narratively confusing.
100586,Ancient Riddles (2011),2003,Fantasy,UK,22,31,Visually dull and narratively confusing.
100587,Forgotten Memories (2012),2001,Horror,USA,64,54,A decent effort with some flashes of brilliance.
100588,The Emerald Gate (2013),2022,Romance,France,16,16,Visually dull and narratively confusing.
100589,Island Paradise Lost (2014),2010,Fantasy,Japan,94,98,A masterclass in filmmaking that resonates deeply.
100590,Velocity Zero: The Beginning,2016,Romance,Canada,17,11,Visually dull and narratively confusing.
100591,Cosmic Drift 2,2000,Romance,USA,68,70,A decent effort with some flashes of brilliance.
100592,Return of Parallel Worlds,2004,Animation,USA,87,89,"Enjoyable, though slightly predictable at times."
100593,The Legend of Cyber City 2077,2006,Animation,India,29,43,Better left for late-night cable TV.
100594,Escape from Silicon Valley Dreams,2024,Romance,Japan,15,22,A disappointing mess that fails to find its footing.
100595,Iron Heart (2020),2000,Action,Japan,19,6,Visually dull and narratively confusing.
100596,Modern Warfare: The Silent Movie (2021),2010,Romance,Spain,20,20,Visually dull and narratively confusing.
